p min 40422 98256
a 1 37492 5.0000000
a 37492 37493 -2.9999982
a 37493 40422 5.0000000
a 1 37494 5.0000000
a 37494 37495 -2.9999982
a 37495 40422 5.0000000
a 1 37496 5.0000000
a 37496 37497 -2.9999982
a 37497 40422 5.0000000
a 1 37498 5.0000000
a 37498 37499 -2.9999982
a 37499 40422 5.0000000
a 1 37500 5.0000000
a 37500 37501 -2.9999982
a 37501 40422 5.0000000
a 1 37502 5.0000000
a 37502 37503 -2.9999982
a 37503 40422 5.0000000
a 1 37504 5.0000000
a 37504 37505 -2.9999982
a 37505 40422 5.0000000
a 1 37506 5.0000000
a 37506 37507 -2.9999981
a 37507 40422 5.0000000
a 1 37508 5.0000000
a 37508 37509 -2.9999981
a 37509 40422 5.0000000
a 1 37510 5.0000000
a 37510 37511 -2.9999979
a 37511 40422 5.0000000
a 1 37512 5.0000000
a 37512 37513 -2.9868258
a 37513 40422 5.0000000
a 1 37514 5.0000000
a 37514 37515 -1.5439414
a 37515 40422 5.0000000
a 1 37516 5.0000000
a 37516 37517 -2.9999982
a 37517 40422 5.0000000
a 1 37518 5.0000000
a 37518 37519 -2.9999982
a 37519 40422 5.0000000
a 1 37520 5.0000000
a 37520 37521 -2.9999982
a 37521 40422 5.0000000
a 1 37522 5.0000000
a 37522 37523 -2.9999982
a 37523 40422 5.0000000
a 1 37524 5.0000000
a 37524 37525 -2.9999982
a 37525 40422 5.0000000
a 1 37526 5.0000000
a 37526 37527 -2.9999982
a 37527 40422 5.0000000
a 1 37528 5.0000000
a 37528 37529 -2.9999982
a 37529 40422 5.0000000
a 1 37530 5.0000000
a 37530 37531 -2.9999982
a 37531 40422 5.0000000
a 1 37532 5.0000000
a 37532 37533 -2.9999982
a 37533 40422 5.0000000
a 1 37534 5.0000000
a 37534 37535 -2.9999982
a 37535 40422 5.0000000
a 1 37536 5.0000000
a 37536 37537 -2.9999982
a 37537 40422 5.0000000
a 1 37538 5.0000000
a 37538 37539 -2.9999982
a 37539 40422 5.0000000
a 1 37540 5.0000000
a 37540 37541 -2.9999982
a 37541 40422 5.0000000
a 1 37542 5.0000000
a 37542 37543 -2.9999982
a 37543 40422 5.0000000
a 1 37544 5.0000000
a 37544 37545 -2.9999982
a 37545 40422 5.0000000
a 1 37546 5.0000000
a 37546 37547 -2.9999982
a 37547 40422 5.0000000
a 1 37548 5.0000000
a 37548 37549 -2.9999982
a 37549 40422 5.0000000
a 1 37550 5.0000000
a 37550 37551 -2.9999982
a 37551 40422 5.0000000
a 1 37552 5.0000000
a 37552 37553 -2.9999982
a 37553 40422 5.0000000
a 1 37554 5.0000000
a 37554 37555 -2.9999982
a 37555 40422 5.0000000
a 1 37556 5.0000000
a 37556 37557 -2.9999982
a 37557 40422 5.0000000
a 1 37558 5.0000000
a 37558 37559 -2.9999982
a 37559 40422 5.0000000
a 1 37560 5.0000000
a 37560 37561 -2.9999982
a 37561 40422 5.0000000
a 1 37562 5.0000000
a 37562 37563 -2.9999981
a 37563 40422 5.0000000
a 1 37564 5.0000000
a 37564 37565 -2.9999981
a 37565 40422 5.0000000
a 1 37566 5.0000000
a 37566 37567 -2.9999801
a 37567 40422 5.0000000
a 1 37568 5.0000000
a 37568 37569 -2.9999982
a 37569 40422 5.0000000
a 1 37570 5.0000000
a 37570 37571 -2.9999982
a 37571 40422 5.0000000
a 1 37572 5.0000000
a 37572 37573 -2.9999982
a 37573 40422 5.0000000
a 1 37574 5.0000000
a 37574 37575 -2.9999982
a 37575 40422 5.0000000
a 1 37576 5.0000000
a 37576 37577 -2.9999982
a 37577 40422 5.0000000
a 1 37578 5.0000000
a 37578 37579 -2.9999982
a 37579 40422 5.0000000
a 1 37580 5.0000000
a 37580 37581 -2.9999982
a 37581 40422 5.0000000
a 1 37582 5.0000000
a 37582 37583 -2.9999982
a 37583 40422 5.0000000
a 1 37584 5.0000000
a 37584 37585 -2.9999982
a 37585 40422 5.0000000
a 1 37586 5.0000000
a 37586 37587 -2.9999982
a 37587 40422 5.0000000
a 1 37588 5.0000000
a 37588 37589 -2.9999982
a 37589 40422 5.0000000
a 1 37590 5.0000000
a 37590 37591 -2.9999982
a 37591 40422 5.0000000
a 1 37592 5.0000000
a 37592 37593 -2.9999982
a 37593 40422 5.0000000
a 1 37594 5.0000000
a 37594 37595 -2.9999982
a 37595 40422 5.0000000
a 1 37596 5.0000000
a 37596 37597 -2.9999982
a 37597 40422 5.0000000
a 1 37598 5.0000000
a 37598 37599 -2.9999982
a 37599 40422 5.0000000
a 1 37600 5.0000000
a 37600 37601 -2.9999982
a 37601 40422 5.0000000
a 1 37602 5.0000000
a 37602 37603 -2.9999982
a 37603 40422 5.0000000
a 1 37604 5.0000000
a 37604 37605 -2.9999982
a 37605 40422 5.0000000
a 1 37606 5.0000000
a 37606 37607 -2.9999982
a 37607 40422 5.0000000
a 1 37608 5.0000000
a 37608 37609 -2.9999982
a 37609 40422 5.0000000
a 1 37610 5.0000000
a 37610 37611 -2.9999982
a 37611 40422 5.0000000
a 1 37612 5.0000000
a 37612 37613 -2.9999982
a 37613 40422 5.0000000
a 1 37614 5.0000000
a 37614 37615 -2.9999982
a 37615 40422 5.0000000
a 1 37616 5.0000000
a 37616 37617 -2.9999982
a 37617 40422 5.0000000
a 1 37618 5.0000000
a 37618 37619 -2.9999741
a 37619 40422 5.0000000
a 1 37620 5.0000000
a 37620 37621 -2.9999982
a 37621 40422 5.0000000
a 1 37622 5.0000000
a 37622 37623 -2.9999982
a 37623 40422 5.0000000
a 1 37624 5.0000000
a 37624 37625 -2.9999982
a 37625 40422 5.0000000
a 1 37626 5.0000000
a 37626 37627 -2.9999982
a 37627 40422 5.0000000
a 1 37628 5.0000000
a 37628 37629 -2.9999982
a 37629 40422 5.0000000
a 1 37630 5.0000000
a 37630 37631 -2.9999982
a 37631 40422 5.0000000
a 1 37632 5.0000000
a 37632 37633 -2.9999982
a 37633 40422 5.0000000
a 1 37634 5.0000000
a 37634 37635 -2.9999982
a 37635 40422 5.0000000
a 1 37636 5.0000000
a 37636 37637 -2.9999982
a 37637 40422 5.0000000
a 1 37638 5.0000000
a 37638 37639 -2.9999982
a 37639 40422 5.0000000
a 1 37640 5.0000000
a 37640 37641 -2.9999982
a 37641 40422 5.0000000
a 1 37642 5.0000000
a 37642 37643 -2.9999982
a 37643 40422 5.0000000
a 1 37644 5.0000000
a 37644 37645 -2.9999982
a 37645 40422 5.0000000
a 1 37646 5.0000000
a 37646 37647 -2.9999982
a 37647 40422 5.0000000
a 1 37648 5.0000000
a 37648 37649 -2.9999982
a 37649 40422 5.0000000
a 1 37650 5.0000000
a 37650 37651 -2.9999982
a 37651 40422 5.0000000
a 1 37652 5.0000000
a 37652 37653 -2.9999982
a 37653 40422 5.0000000
a 1 37654 5.0000000
a 37654 37655 -2.9999982
a 37655 40422 5.0000000
a 1 37656 5.0000000
a 37656 37657 -2.9999982
a 37657 40422 5.0000000
a 1 37658 5.0000000
a 37658 37659 -2.9999982
a 37659 40422 5.0000000
a 1 37660 5.0000000
a 37660 37661 -2.9999982
a 37661 40422 5.0000000
a 1 37662 5.0000000
a 37662 37663 -2.9999982
a 37663 40422 5.0000000
a 1 37664 5.0000000
a 37664 37665 -2.9999982
a 37665 40422 5.0000000
a 1 37666 5.0000000
a 37666 37667 -2.9999981
a 37667 40422 5.0000000
a 1 37668 5.0000000
a 37668 37669 -2.9999975
a 37669 40422 5.0000000
a 1 37670 5.0000000
a 37670 37671 -2.9999775
a 37671 40422 5.0000000
a 1 37672 5.0000000
a 37672 37673 -2.9999982
a 37673 40422 5.0000000
a 1 37674 5.0000000
a 37674 37675 -2.9999982
a 37675 40422 5.0000000
a 1 37676 5.0000000
a 37676 37677 -2.9999982
a 37677 40422 5.0000000
a 1 37678 5.0000000
a 37678 37679 -2.9999982
a 37679 40422 5.0000000
a 1 37680 5.0000000
a 37680 37681 -2.9999982
a 37681 40422 5.0000000
a 1 37682 5.0000000
a 37682 37683 -2.9999982
a 37683 40422 5.0000000
a 1 37684 5.0000000
a 37684 37685 -2.9999982
a 37685 40422 5.0000000
a 1 37686 5.0000000
a 37686 37687 -2.9999982
a 37687 40422 5.0000000
a 1 37688 5.0000000
a 37688 37689 -2.9999982
a 37689 40422 5.0000000
a 1 37690 5.0000000
a 37690 37691 -2.9999982
a 37691 40422 5.0000000
a 1 37692 5.0000000
a 37692 37693 -2.9999982
a 37693 40422 5.0000000
a 1 37694 5.0000000
a 37694 37695 -2.9999982
a 37695 40422 5.0000000
a 1 37696 5.0000000
a 37696 37697 -2.9999982
a 37697 40422 5.0000000
a 1 37698 5.0000000
a 37698 37699 -2.9999982
a 37699 40422 5.0000000
a 1 37700 5.0000000
a 37700 37701 -2.9999982
a 37701 40422 5.0000000
a 1 37702 5.0000000
a 37702 37703 -2.9999982
a 37703 40422 5.0000000
a 1 37704 5.0000000
a 37704 37705 -2.9999982
a 37705 40422 5.0000000
a 1 37706 5.0000000
a 37706 37707 -2.9999982
a 37707 40422 5.0000000
a 1 37708 5.0000000
a 37708 37709 -2.9999982
a 37709 40422 5.0000000
a 1 37710 5.0000000
a 37710 37711 -2.9999982
a 37711 40422 5.0000000
a 1 37712 5.0000000
a 37712 37713 -2.9999982
a 37713 40422 5.0000000
a 1 37714 5.0000000
a 37714 37715 -2.9999982
a 37715 40422 5.0000000
a 1 37716 5.0000000
a 37716 37717 -2.9999981
a 37717 40422 5.0000000
a 1 37718 5.0000000
a 37718 37719 -2.9999981
a 37719 40422 5.0000000
a 1 37720 5.0000000
a 37720 37721 -2.9999968
a 37721 40422 5.0000000
a 1 37722 5.0000000
a 37722 37723 -2.9999955
a 37723 40422 5.0000000
a 1 37724 5.0000000
a 37724 37725 -1.1562183
a 37725 40422 5.0000000
a 1 37726 5.0000000
a 37726 37727 -2.9999982
a 37727 40422 5.0000000
a 1 37728 5.0000000
a 37728 37729 -2.9999982
a 37729 40422 5.0000000
a 1 37730 5.0000000
a 37730 37731 -2.9999982
a 37731 40422 5.0000000
a 1 37732 5.0000000
a 37732 37733 -2.9999982
a 37733 40422 5.0000000
a 1 37734 5.0000000
a 37734 37735 -2.9999982
a 37735 40422 5.0000000
a 1 37736 5.0000000
a 37736 37737 -2.9999982
a 37737 40422 5.0000000
a 1 37738 5.0000000
a 37738 37739 -2.9999982
a 37739 40422 5.0000000
a 1 37740 5.0000000
a 37740 37741 -2.9999982
a 37741 40422 5.0000000
a 1 37742 5.0000000
a 37742 37743 -2.9999982
a 37743 40422 5.0000000
a 1 37744 5.0000000
a 37744 37745 -2.9999982
a 37745 40422 5.0000000
a 1 37746 5.0000000
a 37746 37747 -2.9999982
a 37747 40422 5.0000000
a 1 37748 5.0000000
a 37748 37749 -2.9999982
a 37749 40422 5.0000000
a 1 37750 5.0000000
a 37750 37751 -2.9999982
a 37751 40422 5.0000000
a 1 37752 5.0000000
a 37752 37753 -2.9999982
a 37753 40422 5.0000000
a 1 37754 5.0000000
a 37754 37755 -2.9999982
a 37755 40422 5.0000000
a 1 37756 5.0000000
a 37756 37757 -2.9999982
a 37757 40422 5.0000000
a 1 37758 5.0000000
a 37758 37759 -2.9999982
a 37759 40422 5.0000000
a 1 37760 5.0000000
a 37760 37761 -2.9999982
a 37761 40422 5.0000000
a 1 37762 5.0000000
a 37762 37763 -2.9999982
a 37763 40422 5.0000000
a 1 37764 5.0000000
a 37764 37765 -2.9999982
a 37765 40422 5.0000000
a 1 37766 5.0000000
a 37766 37767 -2.9999982
a 37767 40422 5.0000000
a 1 37768 5.0000000
a 37768 37769 -2.9999982
a 37769 40422 5.0000000
a 1 37770 5.0000000
a 37770 37771 -2.9999982
a 37771 40422 5.0000000
a 1 37772 5.0000000
a 37772 37773 -2.9999977
a 37773 40422 5.0000000
a 1 37774 5.0000000
a 37774 37775 -2.9999975
a 37775 40422 5.0000000
a 1 37776 5.0000000
a 37776 37777 -2.9997955
a 37777 40422 5.0000000
a 1 37778 5.0000000
a 37778 37779 -2.9999982
a 37779 40422 5.0000000
a 1 37780 5.0000000
a 37780 37781 -2.9999982
a 37781 40422 5.0000000
a 1 37782 5.0000000
a 37782 37783 -2.9999982
a 37783 40422 5.0000000
a 1 37784 5.0000000
a 37784 37785 -2.9999982
a 37785 40422 5.0000000
a 1 37786 5.0000000
a 37786 37787 -2.9999982
a 37787 40422 5.0000000
a 1 37788 5.0000000
a 37788 37789 -2.9999982
a 37789 40422 5.0000000
a 1 37790 5.0000000
a 37790 37791 -2.9999982
a 37791 40422 5.0000000
a 1 37792 5.0000000
a 37792 37793 -2.9999982
a 37793 40422 5.0000000
a 1 37794 5.0000000
a 37794 37795 -2.9999982
a 37795 40422 5.0000000
a 1 37796 5.0000000
a 37796 37797 -2.9999982
a 37797 40422 5.0000000
a 1 37798 5.0000000
a 37798 37799 -2.9999982
a 37799 40422 5.0000000
a 1 37800 5.0000000
a 37800 37801 -2.9999982
a 37801 40422 5.0000000
a 1 37802 5.0000000
a 37802 37803 -2.9999982
a 37803 40422 5.0000000
a 1 37804 5.0000000
a 37804 37805 -2.9999982
a 37805 40422 5.0000000
a 1 37806 5.0000000
a 37806 37807 -2.9999982
a 37807 40422 5.0000000
a 1 37808 5.0000000
a 37808 37809 -2.9999982
a 37809 40422 5.0000000
a 1 37810 5.0000000
a 37810 37811 -2.9999982
a 37811 40422 5.0000000
a 1 37812 5.0000000
a 37812 37813 -2.9999982
a 37813 40422 5.0000000
a 1 37814 5.0000000
a 37814 37815 -2.9999982
a 37815 40422 5.0000000
a 1 37816 5.0000000
a 37816 37817 -2.9999982
a 37817 40422 5.0000000
a 1 37818 5.0000000
a 37818 37819 -2.9999982
a 37819 40422 5.0000000
a 1 37820 5.0000000
a 37820 37821 -2.9999982
a 37821 40422 5.0000000
a 1 37822 5.0000000
a 37822 37823 -2.9999921
a 37823 40422 5.0000000
a 1 37824 5.0000000
a 37824 37825 -2.9997463
a 37825 40422 5.0000000
a 1 37826 5.0000000
a 37826 37827 -2.9999982
a 37827 40422 5.0000000
a 1 37828 5.0000000
a 37828 37829 -2.9999982
a 37829 40422 5.0000000
a 1 37830 5.0000000
a 37830 37831 -2.9999982
a 37831 40422 5.0000000
a 1 37832 5.0000000
a 37832 37833 -2.9999982
a 37833 40422 5.0000000
a 1 37834 5.0000000
a 37834 37835 -2.9999982
a 37835 40422 5.0000000
a 1 37836 5.0000000
a 37836 37837 -2.9999982
a 37837 40422 5.0000000
a 1 37838 5.0000000
a 37838 37839 -2.9999982
a 37839 40422 5.0000000
a 1 37840 5.0000000
a 37840 37841 -2.9999982
a 37841 40422 5.0000000
a 1 37842 5.0000000
a 37842 37843 -2.9999982
a 37843 40422 5.0000000
a 1 37844 5.0000000
a 37844 37845 -2.9999982
a 37845 40422 5.0000000
a 1 37846 5.0000000
a 37846 37847 -2.9999982
a 37847 40422 5.0000000
a 1 37848 5.0000000
a 37848 37849 -2.9999982
a 37849 40422 5.0000000
a 1 37850 5.0000000
a 37850 37851 -2.9999982
a 37851 40422 5.0000000
a 1 37852 5.0000000
a 37852 37853 -2.9999982
a 37853 40422 5.0000000
a 1 37854 5.0000000
a 37854 37855 -2.9999982
a 37855 40422 5.0000000
a 1 37856 5.0000000
a 37856 37857 -2.9999982
a 37857 40422 5.0000000
a 1 37858 5.0000000
a 37858 37859 -2.9999982
a 37859 40422 5.0000000
a 1 37860 5.0000000
a 37860 37861 -2.9999982
a 37861 40422 5.0000000
a 1 37862 5.0000000
a 37862 37863 -2.9999982
a 37863 40422 5.0000000
a 1 37864 5.0000000
a 37864 37865 -2.9999982
a 37865 40422 5.0000000
a 1 37866 5.0000000
a 37866 37867 -2.9999982
a 37867 40422 5.0000000
a 1 37868 5.0000000
a 37868 37869 -2.9999982
a 37869 40422 5.0000000
a 1 37870 5.0000000
a 37870 37871 -2.9999982
a 37871 40422 5.0000000
a 1 37872 5.0000000
a 37872 37873 -2.9999981
a 37873 40422 5.0000000
a 1 37874 5.0000000
a 37874 37875 -2.9986551
a 37875 40422 5.0000000
a 1 37876 5.0000000
a 37876 37877 -2.8918930
a 37877 40422 5.0000000
a 1 37878 5.0000000
a 37878 37879 -2.9999982
a 37879 40422 5.0000000
a 1 37880 5.0000000
a 37880 37881 -2.9999982
a 37881 40422 5.0000000
a 1 37882 5.0000000
a 37882 37883 -2.9999982
a 37883 40422 5.0000000
a 1 37884 5.0000000
a 37884 37885 -2.9999982
a 37885 40422 5.0000000
a 1 37886 5.0000000
a 37886 37887 -2.9999982
a 37887 40422 5.0000000
a 1 37888 5.0000000
a 37888 37889 -2.9999982
a 37889 40422 5.0000000
a 1 37890 5.0000000
a 37890 37891 -2.9999982
a 37891 40422 5.0000000
a 1 37892 5.0000000
a 37892 37893 -2.9999982
a 37893 40422 5.0000000
a 1 37894 5.0000000
a 37894 37895 -2.9999982
a 37895 40422 5.0000000
a 1 37896 5.0000000
a 37896 37897 -2.9999982
a 37897 40422 5.0000000
a 1 37898 5.0000000
a 37898 37899 -2.9999982
a 37899 40422 5.0000000
a 1 37900 5.0000000
a 37900 37901 -2.9999982
a 37901 40422 5.0000000
a 1 37902 5.0000000
a 37902 37903 -2.9999982
a 37903 40422 5.0000000
a 1 37904 5.0000000
a 37904 37905 -2.9999982
a 37905 40422 5.0000000
a 1 37906 5.0000000
a 37906 37907 -2.9999982
a 37907 40422 5.0000000
a 1 37908 5.0000000
a 37908 37909 -2.9999982
a 37909 40422 5.0000000
a 1 37910 5.0000000
a 37910 37911 -2.9999982
a 37911 40422 5.0000000
a 1 37912 5.0000000
a 37912 37913 -2.9999982
a 37913 40422 5.0000000
a 1 37914 5.0000000
a 37914 37915 -2.9999982
a 37915 40422 5.0000000
a 1 37916 5.0000000
a 37916 37917 -2.9999982
a 37917 40422 5.0000000
a 1 37918 5.0000000
a 37918 37919 -2.9999982
a 37919 40422 5.0000000
a 1 37920 5.0000000
a 37920 37921 -2.9999982
a 37921 40422 5.0000000
a 1 37922 5.0000000
a 37922 37923 -2.9999981
a 37923 40422 5.0000000
a 1 37924 5.0000000
a 37924 37925 -2.9999872
a 37925 40422 5.0000000
a 1 37926 5.0000000
a 37926 37927 -2.9681303
a 37927 40422 5.0000000
a 1 37928 5.0000000
a 37928 37929 -2.2911177
a 37929 40422 5.0000000
a 1 37930 5.0000000
a 37930 37931 -2.9999982
a 37931 40422 5.0000000
a 1 37932 5.0000000
a 37932 37933 -2.9999982
a 37933 40422 5.0000000
a 1 37934 5.0000000
a 37934 37935 -2.9999982
a 37935 40422 5.0000000
a 1 37936 5.0000000
a 37936 37937 -2.9999982
a 37937 40422 5.0000000
a 1 37938 5.0000000
a 37938 37939 -2.9999982
a 37939 40422 5.0000000
a 1 37940 5.0000000
a 37940 37941 -2.9999982
a 37941 40422 5.0000000
a 1 37942 5.0000000
a 37942 37943 -2.9999982
a 37943 40422 5.0000000
a 1 37944 5.0000000
a 37944 37945 -2.9999982
a 37945 40422 5.0000000
a 1 37946 5.0000000
a 37946 37947 -2.9999982
a 37947 40422 5.0000000
a 1 37948 5.0000000
a 37948 37949 -2.9999982
a 37949 40422 5.0000000
a 1 37950 5.0000000
a 37950 37951 -2.9999982
a 37951 40422 5.0000000
a 1 37952 5.0000000
a 37952 37953 -2.9999982
a 37953 40422 5.0000000
a 1 37954 5.0000000
a 37954 37955 -2.9999982
a 37955 40422 5.0000000
a 1 37956 5.0000000
a 37956 37957 -2.9999982
a 37957 40422 5.0000000
a 1 37958 5.0000000
a 37958 37959 -2.9999982
a 37959 40422 5.0000000
a 1 37960 5.0000000
a 37960 37961 -2.9999982
a 37961 40422 5.0000000
a 1 37962 5.0000000
a 37962 37963 -2.9999982
a 37963 40422 5.0000000
a 1 37964 5.0000000
a 37964 37965 -2.9999982
a 37965 40422 5.0000000
a 1 37966 5.0000000
a 37966 37967 -2.9999982
a 37967 40422 5.0000000
a 1 37968 5.0000000
a 37968 37969 -2.9999982
a 37969 40422 5.0000000
a 1 37970 5.0000000
a 37970 37971 -2.9999982
a 37971 40422 5.0000000
a 1 37972 5.0000000
a 37972 37973 -2.9999982
a 37973 40422 5.0000000
a 1 37974 5.0000000
a 37974 37975 -2.9999980
a 37975 40422 5.0000000
a 1 37976 5.0000000
a 37976 37977 -2.9999919
a 37977 40422 5.0000000
a 1 37978 5.0000000
a 37978 37979 -2.9997798
a 37979 40422 5.0000000
a 1 37980 5.0000000
a 37980 37981 -2.9690732
a 37981 40422 5.0000000
a 1 37982 5.0000000
a 37982 37983 -2.9999982
a 37983 40422 5.0000000
a 1 37984 5.0000000
a 37984 37985 -2.9999982
a 37985 40422 5.0000000
a 1 37986 5.0000000
a 37986 37987 -2.9999982
a 37987 40422 5.0000000
a 1 37988 5.0000000
a 37988 37989 -2.9999982
a 37989 40422 5.0000000
a 1 37990 5.0000000
a 37990 37991 -2.9999982
a 37991 40422 5.0000000
a 1 37992 5.0000000
a 37992 37993 -2.9999982
a 37993 40422 5.0000000
a 1 37994 5.0000000
a 37994 37995 -2.9999982
a 37995 40422 5.0000000
a 1 37996 5.0000000
a 37996 37997 -2.9999982
a 37997 40422 5.0000000
a 1 37998 5.0000000
a 37998 37999 -2.9999982
a 37999 40422 5.0000000
a 1 38000 5.0000000
a 38000 38001 -2.9999982
a 38001 40422 5.0000000
a 1 38002 5.0000000
a 38002 38003 -2.9999982
a 38003 40422 5.0000000
a 1 38004 5.0000000
a 38004 38005 -2.9999982
a 38005 40422 5.0000000
a 1 38006 5.0000000
a 38006 38007 -2.9999982
a 38007 40422 5.0000000
a 1 38008 5.0000000
a 38008 38009 -2.9999982
a 38009 40422 5.0000000
a 1 38010 5.0000000
a 38010 38011 -2.9999982
a 38011 40422 5.0000000
a 1 38012 5.0000000
a 38012 38013 -2.9999982
a 38013 40422 5.0000000
a 1 38014 5.0000000
a 38014 38015 -2.9999982
a 38015 40422 5.0000000
a 1 38016 5.0000000
a 38016 38017 -2.9999982
a 38017 40422 5.0000000
a 1 38018 5.0000000
a 38018 38019 -2.9999982
a 38019 40422 5.0000000
a 1 38020 5.0000000
a 38020 38021 -2.9999982
a 38021 40422 5.0000000
a 1 38022 5.0000000
a 38022 38023 -2.9999982
a 38023 40422 5.0000000
a 1 38024 5.0000000
a 38024 38025 -2.9999982
a 38025 40422 5.0000000
a 1 38026 5.0000000
a 38026 38027 -2.9999981
a 38027 40422 5.0000000
a 1 38028 5.0000000
a 38028 38029 -2.9997197
a 38029 40422 5.0000000
a 1 38030 5.0000000
a 38030 38031 -2.9996165
a 38031 40422 5.0000000
a 1 38032 5.0000000
a 38032 38033 -2.6362913
a 38033 40422 5.0000000
a 1 38034 5.0000000
a 38034 38035 -2.9999982
a 38035 40422 5.0000000
a 1 38036 5.0000000
a 38036 38037 -2.9999982
a 38037 40422 5.0000000
a 1 38038 5.0000000
a 38038 38039 -2.9999982
a 38039 40422 5.0000000
a 1 38040 5.0000000
a 38040 38041 -2.9999982
a 38041 40422 5.0000000
a 1 38042 5.0000000
a 38042 38043 -2.9999982
a 38043 40422 5.0000000
a 1 38044 5.0000000
a 38044 38045 -2.9999982
a 38045 40422 5.0000000
a 1 38046 5.0000000
a 38046 38047 -2.9999982
a 38047 40422 5.0000000
a 1 38048 5.0000000
a 38048 38049 -2.9999982
a 38049 40422 5.0000000
a 1 38050 5.0000000
a 38050 38051 -2.9999982
a 38051 40422 5.0000000
a 1 38052 5.0000000
a 38052 38053 -2.9999982
a 38053 40422 5.0000000
a 1 38054 5.0000000
a 38054 38055 -2.9999982
a 38055 40422 5.0000000
a 1 38056 5.0000000
a 38056 38057 -2.9999982
a 38057 40422 5.0000000
a 1 38058 5.0000000
a 38058 38059 -2.9999982
a 38059 40422 5.0000000
a 1 38060 5.0000000
a 38060 38061 -2.9999982
a 38061 40422 5.0000000
a 1 38062 5.0000000
a 38062 38063 -2.9999982
a 38063 40422 5.0000000
a 1 38064 5.0000000
a 38064 38065 -2.9999982
a 38065 40422 5.0000000
a 1 38066 5.0000000
a 38066 38067 -2.9999982
a 38067 40422 5.0000000
a 1 38068 5.0000000
a 38068 38069 -2.9999982
a 38069 40422 5.0000000
a 1 38070 5.0000000
a 38070 38071 -2.9999982
a 38071 40422 5.0000000
a 1 38072 5.0000000
a 38072 38073 -2.9999982
a 38073 40422 5.0000000
a 1 38074 5.0000000
a 38074 38075 -2.9999982
a 38075 40422 5.0000000
a 1 38076 5.0000000
a 38076 38077 -2.9999982
a 38077 40422 5.0000000
a 1 38078 5.0000000
a 38078 38079 -2.9999978
a 38079 40422 5.0000000
a 1 38080 5.0000000
a 38080 38081 -2.9999977
a 38081 40422 5.0000000
a 1 38082 5.0000000
a 38082 38083 -2.9999710
a 38083 40422 5.0000000
a 1 38084 5.0000000
a 38084 38085 -1.5346809
a 38085 40422 5.0000000
a 1 38086 5.0000000
a 38086 38087 -2.9999982
a 38087 40422 5.0000000
a 1 38088 5.0000000
a 38088 38089 -2.9999982
a 38089 40422 5.0000000
a 1 38090 5.0000000
a 38090 38091 -2.9999982
a 38091 40422 5.0000000
a 1 38092 5.0000000
a 38092 38093 -2.9999982
a 38093 40422 5.0000000
a 1 38094 5.0000000
a 38094 38095 -2.9999982
a 38095 40422 5.0000000
a 1 38096 5.0000000
a 38096 38097 -2.9999982
a 38097 40422 5.0000000
a 1 38098 5.0000000
a 38098 38099 -2.9999982
a 38099 40422 5.0000000
a 1 38100 5.0000000
a 38100 38101 -2.9999982
a 38101 40422 5.0000000
a 1 38102 5.0000000
a 38102 38103 -2.9999982
a 38103 40422 5.0000000
a 1 38104 5.0000000
a 38104 38105 -2.9999982
a 38105 40422 5.0000000
a 1 38106 5.0000000
a 38106 38107 -2.9999982
a 38107 40422 5.0000000
a 1 38108 5.0000000
a 38108 38109 -2.9999982
a 38109 40422 5.0000000
a 1 38110 5.0000000
a 38110 38111 -2.9999982
a 38111 40422 5.0000000
a 1 38112 5.0000000
a 38112 38113 -2.9999982
a 38113 40422 5.0000000
a 1 38114 5.0000000
a 38114 38115 -2.9999982
a 38115 40422 5.0000000
a 1 38116 5.0000000
a 38116 38117 -2.9999982
a 38117 40422 5.0000000
a 1 38118 5.0000000
a 38118 38119 -2.9999982
a 38119 40422 5.0000000
a 1 38120 5.0000000
a 38120 38121 -2.9999982
a 38121 40422 5.0000000
a 1 38122 5.0000000
a 38122 38123 -2.9999982
a 38123 40422 5.0000000
a 1 38124 5.0000000
a 38124 38125 -2.9999982
a 38125 40422 5.0000000
a 1 38126 5.0000000
a 38126 38127 -2.9999982
a 38127 40422 5.0000000
a 1 38128 5.0000000
a 38128 38129 -2.9999982
a 38129 40422 5.0000000
a 1 38130 5.0000000
